pl_name,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt,st_teff,st_rad,st_mass,ra,dec
Kepler-1630 b,1,1,Transit,2016,509.997402,,2.19,,,,,4736,0.63,0.66,297.5083004,43.7110543
Kepler-1631 b,1,1,Transit,2016,4.09513932,,1.35,,,,,5679,0.95,0.97,294.6325781,43.8076687
Kepler-1632 b,1,1,Transit,2016,448.303558,,2.47,,,,,6137,1.19,1.12,294.4948769,43.9135575
Kepler-1633 b,1,1,Transit,2016,186.404271,,1.58,,,,,6256,1.32,1.2,288.5151733,44.9232545
Kepler-1634 b,1,1,Transit,2016,374.876239,,3.19,,,,,5474,0.89,0.92,294.043399,45.1398201
Kepler-1635 b,1,1,Transit,2016,469.63111,,3.64,,,,,5347,0.85,0.89,285.3490542,45.5561768
Kepler-1636 b,1,1,Transit,2016,425.47785,,3.23,,,,,5797,1.02,1.01,294.0575681,46.4409844
Kepler-1637 b,1,1,Transit,2016,6.10960324,,0.89,,,,,5789,1.02,1.02,282.2368006,48.1542016
Kepler-1638 b,1,1,Transit,2016,259.33683,,1.87,,,,,5710,0.95,0.97,295.4823299,48.5244695
Kepler-1639 b,1,1,Transit,2016,9.878482,,2.58,,,,,6150,1.18,1.12,283.068651,48.8021209
Kepler-164 b,1,3,Transit,2014,5.03503,0.058,1.41,,,,,5888,1.15,,287.7808115,47.6298453
Kepler-164 c,1,3,Transit,2014,10.945723,0.097,2.73,,,,,5888,1.15,,287.7808115,47.6298453
Kepler-164 d,1,3,Transit,2014,28.986769,0.187,2.45,,,,,5888,1.15,,287.7808115,47.6298453
Kepler-1640 b,1,1,Transit,2016,7.5844126,,4.82,,,,,6324,1.43,1.27,294.5577857,40.8504949
Kepler-1641 b,1,2,Transit,2016,19.672266,,3.11,,,,,6152,1.19,1.12,296.359456,41.5745321
Kepler-1641 c,1,2,Transit,2016,32.657212,,2.95,,,,,6152,1.19,1.12,296.359456,41.5745321
Kepler-1642 b,1,2,Transit,2016,12.2057513,,3.2,,,,,5355,0.84,0.88,297.2121215,43.643789
Kepler-1642 c,1,2,Transit,2016,6.6513802,,2.66,,,,,5355,0.84,0.88,297.2121215,43.643789
Kepler-1643 b,1,1,Transit,2016,5.34264507,,2.3,,,,,5508,0.88,0.92,300.4310076,44.7510129
Kepler-1644 b,1,1,Transit,2016,21.0907758,,1.88,,,,,5499,0.86,0.89,285.4750512,48.0348356
Kepler-1645 b,1,1,Transit,2016,16.1779561,,1.78,,,,,5812,1.02,1.02,297.4795142,48.418582
Kepler-1646 b,1,1,Transit,2016,4.48558383,,1.23,,,,,3299,0.26,0.24,287.5264859,42.9129356
Kepler-1647 b,2,1,Transit,2016,1107.5923,2.7205,11.874,483,0.0581,,,6210,1.79,1.22,298.150057,40.6561751
Kepler-1649 b,1,2,Transit,2017,8.689099,,1.017,,,2.21,307,3240,0.23,0.2,292.5029676,41.8299933
Kepler-1649 c,1,2,Transit,2020,19.53527,,1.06,,,0.75,234,3240,0.23,0.2,292.5029676,41.8299933
Kepler-165 b,1,2,Transit,2014,8.180848,0.072,2.32,,,,,5211,0.77,,280.69092,47.8096702
Kepler-165 c,1,2,Transit,2014,15.31299,0.11,2.23,,,,,5211,0.77,,280.69092,47.8096702
Kepler-1650 b,1,1,Transit,2017,1.53818001,,0.96,,0.01,,,3410,0.33,0.33,297.7292296,42.8666919
Kepler-1651 b,2,1,Transit,2017,9.87863917,,1.84,,0.13,,,3713,0.5,0.52,283.6282602,48.3908081
Kepler-1652 b,1,1,Transit,2017,38.09722,0.1654,1.6,,,0.81,268,3638,0.38,0.4,294.3660313,49.9150219
Kepler-1653 b,1,1,Transit,2017,140.2524,0.4706,2.17,,,0.98,284,4807,0.69,0.72,296.457702,41.266021
Kepler-1654 b,1,1,Transit,2018,1047.8356,2.026,9.18,158.915,0.26,0.3,206,5597,1.18,1.01,282.1856949,44.4344617
Kepler-1655 b,1,1,Transit,2018,11.8728787,0.103,2.213,5,,155,,6148,1.03,1.03,286.6895986,39.2120802
Kepler-1656 b,1,1,Transit,2018,31.578659,0.197,5.02,48.6,0.836,,651,5731,1.1,1.03,284.4722473,39.911889
Kepler-1658 b,1,1,Transit,2019,3.84937278,0.0544,11.994,1868.8404,0.0628,,,6216,2.89,1.45,294.3565559,38.9473424
Kepler-166 b,1,3,Transit,2014,7.650254,0.072,2.27,,,,,5413,0.74,,293.1600977,48.8812074
Kepler-166 c,1,3,Transit,2014,34.260281,0.195,2.38,,,,,5413,0.74,,293.1600977,48.8812074
Kepler-166 d,1,3,Transit,2016,1.55400393,,1.73,,,,,5350,0.83,0.88,293.1600977,48.8812074
Kepler-1661 b,2,1,Transit,2020,175.06,0.633,3.87,17,0.057,0.88,243,5100,0.76,0.84,285.1670927,41.9669383
Kepler-1663 b,1,1,Transit,2020,17.6046,,3.304,,,,,3844,0.63,0.61,290.4015156,48.8227234
Kepler-1664 b,1,1,Transit,2020,14.3868,,3.033,,,,,5735.81,,,286.8527157,49.2616668
Kepler-1665 b,1,1,Transit,2020,11.9548,,2.839,,,,,5049.84,0.78,0.84,290.39624,41.0399229
Kepler-1666 b,1,2,Transit,2020,25.8476,,2.883,,,,,6293,1.15,1.23,297.9516071,46.2647024
Kepler-1666 c,1,2,Transit,2020,40.7157,,3.236,,,,,6293,1.15,1.23,297.9516071,46.2647024
Kepler-1667 b,1,1,Transit,2020,83.5781,,2.984,,,,,5941.54,1.09,1.09,283.5329505,48.0943604
Kepler-1668 b,1,1,Transit,2020,15.434,,4.348,,,,,5542,1.02,0.98,297.3523076,46.0959309
Kepler-1669 b,1,1,Transit,2020,9.51216,,2.78,,,,,4303,0.71,0.67,297.4303826,39.8478795
Kepler-167 b,2,4,Transit,2014,4.3931632,0.0483,1.615,,0,115.8,914,4890,0.73,0.77,292.6585253,38.3455558
Kepler-167 c,2,4,Transit,2014,7.406114,0.0684,1.548,,0,57.7,768,4890,0.73,0.77,292.6585253,38.3455558
Kepler-167 d,2,4,Transit,2016,21.803855,0.1405,1.194,,0.12,13.68,536,4890,0.73,0.77,292.6585253,38.3455558
Kepler-167 e,2,4,Transit,2016,1071.23228,1.89,10.15,,0.062,0.07,131,4890,0.73,0.77,292.6585253,38.3455558
Kepler-1670 b,1,1,Transit,2020,20.4998,,3.356,,,,,5838,1.52,1.05,290.3264599,43.121755
Kepler-1671 b,1,1,Transit,2020,4.16787,,1.326,,,,,5135.55,0.93,0.87,291.7484295,39.4467817
Kepler-1672 b,1,1,Transit,2020,150.878,,2.97,,,,,6131.95,1.09,1.16,297.9400971,40.2785566
Kepler-1673 b,1,1,Transit,2020,33.7888,,2.936,,,,,6014.95,1.13,1.11,285.6671724,48.7195865
Kepler-1674 b,1,1,Transit,2020,62.5611,,3.206,,,,,5473.91,0.88,0.96,294.8160447,45.3060844
Kepler-1675 b,1,1,Transit,2020,63.0382,,3.125,,,,,5853.19,1.13,1.06,283.8095478,41.0412517
Kepler-1676 b,1,1,Transit,2020,29.9221,,3.377,,,,,5878.3,1.06,,287.2368778,43.5671665
Kepler-1677 b,1,1,Transit,2020,22.064,,2.702,,,,,6013.72,1.25,1.11,298.493273,47.0130566
Kepler-1678 b,1,1,Transit,2020,147.974,,3.304,,,,,5754,0.83,1.03,292.5916297,38.3995629
Kepler-1679 b,1,1,Transit,2020,9.75376,,2.069,,,,,5501,0.87,0.96,293.9005786,50.4270507
Kepler-168 b,1,2,Transit,2014,4.425391,0.056,1.46,,,,,6282,1.11,,294.7101832,39.8250437
Kepler-168 c,1,2,Transit,2014,13.193242,0.116,2.69,,,,,6282,1.11,,294.7101832,39.8250437
Kepler-1680 b,1,1,Transit,2020,8.77424,,1.36,,,,,5021,0.72,0.83,297.0746571,39.9338893
Kepler-1681 b,1,1,Transit,2020,69.8956,,2.553,,,,,5756.4,,,296.6972773,46.3716969
Kepler-1682 b,1,1,Transit,2020,14.8334,,2.889,,,,,5619.12,0.84,0.99,293.9835827,39.5728474
Kepler-1683 b,1,1,Transit,2020,15.0337,,1.875,,,,,5429,0.9,0.95,298.4501035,44.2840193
Kepler-1684 b,1,1,Transit,2020,47.7055,,2.871,,,,,4706.54,0.67,0.75,294.0054181,46.3106625
Kepler-1685 b,1,1,Transit,2020,20.4905,,2.577,,,,,5484,0.84,0.96,296.1882618,43.9368118
Kepler-1686 b,1,1,Transit,2020,9.30987,,1.426,,,,,5714.96,1.2,1.02,291.6067189,42.0359783
Kepler-1687 b,1,1,Transit,2020,5.77954,,1.656,,,,,4132,0.73,0.65,289.7428363,50.7870626
Kepler-1688 b,1,1,Transit,2020,5.62012,,1.262,,,,,4632.11,,,289.5530051,41.2978532
Kepler-1689 b,1,1,Transit,2020,8.483,,0.947,,,,,5731.43,1,1.02,291.5741663,38.6559433
Kepler-169 b,1,5,Transit,2014,3.250619,0.04,1.13,,,,,4997,0.76,,285.9999204,40.9193822
Kepler-169 c,1,5,Transit,2014,6.195469,0.062,1.21,,,,,4997,0.76,,285.9999204,40.9193822
Kepler-169 d,1,5,Transit,2014,8.348125,0.075,1.25,,,,,4997,0.76,,285.9999204,40.9193822
Kepler-169 e,1,5,Transit,2014,13.767102,0.105,2.2,,,,,4997,0.76,,285.9999204,40.9193822
Kepler-169 f,1,5,Transit,2014,87.090195,0.359,2.58,,,,,4997,0.76,,285.9999204,40.9193822
Kepler-1690 b,1,1,Transit,2020,234.636,,2.811,,,,,5404,0.86,0.94,288.1566649,41.8779417
Kepler-1691 b,1,1,Transit,2020,3.8482,,1.835,,,,,6000,1.13,1.11,286.2543962,41.0218373
Kepler-1692 b,1,1,Transit,2020,5.95966,,1.112,,,,,5146,0.87,0.87,286.9241804,47.0537092
Kepler-1693 b,1,1,Transit,2020,12.0999,,1.289,,,,,5432.34,0.88,0.95,290.2015581,48.1857799
Kepler-1694 b,1,1,Transit,2020,3.89526,,1.18,,,,,4954,0.76,0.82,293.7936339,40.241023
Kepler-1695 b,1,1,Transit,2020,4.7329,,1.119,,,,,5473.19,0.99,0.96,293.6193001,46.4134015
Kepler-1696 b,1,1,Transit,2020,65.9409,,2.81,,,,,5712,1.2,1.02,295.5761011,42.0233639
Kepler-1697 b,1,1,Transit,2020,33.4969,,1.26,,,,,4681.53,0.77,0.75,287.663331,43.4713782
Kepler-1698 b,1,1,Transit,2020,1.2107,,1.073,,,,,4975.03,0.74,0.82,293.3450181,39.2577469
Kepler-1699 b,1,1,Transit,2020,3.49082,,1.567,,,,,5575.53,,,292.1373281,48.9171579
Kepler-17 b,1,1,Transit,2011,1.4857108,0.02591,14.68,778.65,0.011,,1570,5781,1.01,1.04,298.3952437,47.8149865
Kepler-170 b,1,2,Transit,2014,7.930592,0.08,3.2,,,,,5679,1.03,,284.5211975,41.6296562
Kepler-170 c,1,2,Transit,2014,16.665863,0.131,2.86,,,,,5679,1.03,,284.5211975,41.6296562
Kepler-1700 b,1,1,Transit,2020,234.239,,2.901,,,,,6031,1.09,1.12,286.9497376,45.3537626
Kepler-1701 b,1,1,Transit,2020,169.134,,2.222,,,,,5146,0.84,0.87,286.6088625,41.8892986
Kepler-1702 b,1,1,Transit,2020,18.5012,,1.602,,,,,5093,0.73,0.85,284.9724842,44.5674794
Kepler-171 b,1,3,Transit,2014,4.166972,0.05,2.34,,,,,5642,0.84,,296.7719082,41.7555958
Kepler-171 c,1,3,Transit,2014,11.463462,0.098,2.56,,,,,5642,0.84,,296.7719082,41.7555958
Kepler-171 d,1,3,Transit,2014,39.595519,0.223,1.89,,,,,5642,0.84,,296.7719082,41.7555958
Kepler-172 b,1,4,Transit,2014,2.940309,0.04,2.35,,,,,5526,1.08,,283.3684093,41.821839
Kepler-172 c,1,4,Transit,2014,6.388996,0.068,2.86,,,,,5526,1.08,,283.3684093,41.821839
Kepler-172 d,1,4,Transit,2014,14.627119,0.118,2.25,,,,,5526,1.08,,283.3684093,41.821839
Kepler-172 e,1,4,Transit,2014,35.118736,0.211,2.76,,,,,5526,1.08,,283.3684093,41.821839
Kepler-173 b,1,2,Transit,2014,4.263742,0.048,1.29,,,,,6031,0.95,,294.6466171,41.8840952
Kepler-173 c,1,2,Transit,2014,8.005777,0.074,2.43,,,,,6031,0.95,,294.6466171,41.8840952
Kepler-174 b,1,3,Transit,2014,13.98179,0.1,1.96,,,,,4880,0.62,,287.4389454,43.8320052
Kepler-174 c,1,3,Transit,2014,44.000529,0.214,1.49,,,,,4880,0.62,,287.4389454,43.8320052
Kepler-174 d,1,3,Transit,2014,247.35373,0.677,2.19,,,,,4880,0.62,,287.4389454,43.8320052
Kepler-175 b,1,2,Transit,2014,11.903515,0.105,2.56,,,,,6064,1.01,,289.553232,43.876116
Kepler-175 c,1,2,Transit,2014,34.035257,0.213,3.1,,,,,6064,1.01,,289.553232,43.876116
Kepler-176 b,1,4,Transit,2014,5.433074,0.058,1.43,,,,,5232,0.89,,294.6679021,43.8532104
Kepler-176 c,1,4,Transit,2014,12.759712,0.102,2.6,,,,,5232,0.89,,294.6679021,43.8532104
Kepler-176 d,1,4,Transit,2014,25.751974,0.163,2.51,,,,,5232,0.89,,294.6679021,43.8532104
Kepler-176 e,1,4,Transit,2016,51.16579,,1.45,,,,,5295,0.83,0.87,294.6679021,43.8532104
Kepler-177 b,1,2,Transit,2013,35.8601,,3.5,5.84,0,30.4,,5732,1.32,0.92,286.0471442,45.0532038
Kepler-177 c,1,2,Transit,2013,49.40926,,8.73,14.7,0,25.4,,5732,1.32,0.92,286.0471442,45.0532038
Kepler-178 b,1,3,Transit,2014,9.576694,0.085,2.9,,,,,5676,1.07,,287.1010275,46.8964033
Kepler-178 c,1,3,Transit,2014,20.552802,0.142,2.88,,,,,5676,1.07,,287.1010275,46.8964033
Kepler-178 d,1,3,Transit,2014,96.678988,0.397,3.95,,,,,5676,1.07,,287.1010275,46.8964033
Kepler-179 b,1,2,Transit,2014,2.735926,0.036,1.64,,,,,5302,0.76,,298.6636163,47.7619329
Kepler-179 c,1,2,Transit,2014,6.40013,0.064,2,,,,,5302,0.76,,298.6636163,47.7619329
Kepler-18 b,1,3,Transit,2011,3.504725,0.0447,2,6.9,0,,,5345,1.11,0.97,298.0794448,44.746248
Kepler-18 c,1,3,Transit,2011,7.64159,0.0752,5.49,17.3,0,,,5345,1.11,0.97,298.0794448,44.746248
Kepler-18 d,1,3,Transit,2011,14.85888,0.1172,6.98,16.4,0,,,5345,1.11,0.97,298.0794448,44.746248
Kepler-180 b,1,2,Transit,2014,13.817124,0.109,1.5,,,,,5731,1.06,,295.5712566,49.774514
Kepler-180 c,1,2,Transit,2014,41.885775,0.229,3.01,,,,,5731,1.06,,295.5712566,49.774514
Kepler-181 b,1,2,Transit,2014,3.137873,0.04,1.27,,,,,5333,0.75,,296.1512831,50.0957806
Kepler-181 c,1,2,Transit,2014,4.302149,0.049,1.99,,,,,5333,0.75,,296.1512831,50.0957806
Kepler-182 b,1,2,Transit,2014,9.825792,0.096,2.58,,,,,6250,1.15,,289.8301128,50.5862025
Kepler-182 c,1,2,Transit,2014,20.684342,0.157,3.43,,,,,6250,1.15,,289.8301128,50.5862025
Kepler-183 b,1,2,Transit,2014,5.687945,0.064,2.06,,,,,5888,0.96,,293.5308112,39.3159329
Kepler-183 c,1,2,Transit,2014,11.637071,0.103,2.27,,,,,5888,0.96,,293.5308112,39.3159329
Kepler-184 b,1,3,Transit,2014,10.687576,0.092,2.36,,,,,5788,0.87,,291.9518784,43.0746172
Kepler-184 c,1,3,Transit,2014,20.303005,0.141,1.97,,,,,5788,0.87,,291.9518784,43.0746172
Kepler-184 d,1,3,Transit,2014,29.022358,0.179,2.49,,,,,5788,0.87,,291.9518784,43.0746172
Kepler-185 b,1,2,Transit,2014,1.6329,0.026,1.17,,,,,5208,0.81,,282.4681674,43.8899464
Kepler-185 c,1,2,Transit,2014,20.729042,0.139,2.02,,,,,5208,0.81,,282.4681674,43.8899464
Kepler-186 b,1,5,Transit,2014,3.8867907,0.0343,1.07,,,,,3788,0.47,0.48,298.652736,43.9549884
Kepler-186 c,1,5,Transit,2014,7.267302,0.0451,1.25,,,,,3788,0.47,0.48,298.652736,43.9549884
Kepler-186 d,1,5,Transit,2014,13.342996,0.0781,1.4,,,,,3788,0.47,0.48,298.652736,43.9549884
Kepler-186 e,1,5,Transit,2014,22.407704,0.11,1.27,,,,,3788,0.47,0.48,298.652736,43.9549884
Kepler-186 f,1,5,Transit,2014,129.9441,0.432,1.17,,0.04,0.3,,3755,0.52,0.54,298.652736,43.9549884
Kepler-187 b,1,2,Transit,2014,4.938864,0.059,1.41,,,,,6105,1.29,,299.7964955,44.0892448
Kepler-187 c,1,2,Transit,2014,10.640263,0.099,2.67,,,,,6105,1.29,,299.7964955,44.0892448
Kepler-188 b,1,2,Transit,2014,2.061897,0.032,1.68,,,,,6021,1.14,,281.2797173,44.3154743
Kepler-188 c,1,2,Transit,2014,5.996553,0.066,3.19,,,,,6021,1.14,,281.2797173,44.3154743
Kepler-189 b,1,2,Transit,2014,10.399931,0.088,1.21,,,,,5235,0.75,,287.5646296,44.3050662
Kepler-189 c,1,2,Transit,2014,20.134866,0.137,2.38,,,,,5235,0.75,,287.5646296,44.3050662
Kepler-19 b,1,3,Transit,2011,9.28716,,,8.4,0.12,,,5544,0.86,0.94,290.4209694,37.8516556
Kepler-19 c,1,3,Transit Timing Variations,2011,28.731,,,13.1,0.21,,,5544,0.86,0.94,290.4209694,37.8516556
Kepler-19 d,1,3,Radial Velocity,2017,62.95,,,22.5,0.05,,,5544,0.86,0.94,290.4209694,37.8516556
Kepler-190 b,1,2,Transit,2014,2.019999,0.03,1.56,,,,,5106,0.8,,288.5839761,44.7337701
Kepler-190 c,1,2,Transit,2014,3.763024,0.045,1.46,,,,,5106,0.8,,288.5839761,44.7337701
Kepler-191 b,1,3,Transit,2014,9.939632,0.087,1.34,,,,,5282,0.79,,291.1833211,45.3230937
Kepler-191 c,1,3,Transit,2014,17.738506,0.128,1.86,,,,,5282,0.79,,291.1833211,45.3230937
Kepler-191 d,1,3,Transit,2016,5.94504102,,2.28,,,,,5215,0.8,0.84,291.1833211,45.3230937
Kepler-192 b,1,3,Transit,2014,9.926746,0.09,2.74,,,,,5479,1.01,,287.9179379,45.5928829
Kepler-192 c,1,3,Transit,2014,21.2234,0.15,2.79,,,,,5479,1.01,,287.9179379,45.5928829
Kepler-192 d,1,3,Transit,2016,6.47027579,,1.02,,,,,5487,0.94,0.94,287.9179379,45.5928829
Kepler-193 b,1,2,Transit,2014,11.38848,0.106,2.39,,,,,6335,1.15,,296.4985951,46.5772484
Kepler-193 c,1,2,Transit,2014,50.697494,0.286,2.75,,,,,6335,1.15,,296.4985951,46.5772484
Kepler-194 b,1,3,Transit,2014,2.092281,0.032,1.51,,,,,6089,1.02,,291.971429,47.8640498
Kepler-194 c,1,3,Transit,2014,17.308032,0.131,2.59,,,,,6089,1.02,,291.971429,47.8640498
Kepler-194 d,1,3,Transit,2014,52.814973,0.275,2.4,,,,,6089,1.02,,291.971429,47.8640498
Kepler-195 b,1,2,Transit,2014,8.307872,0.077,2.03,,,,,5329,0.78,,288.1209339,47.9666141
Kepler-195 c,1,2,Transit,2014,34.096863,0.197,1.55,,,,,5329,0.78,,288.1209339,47.9666141
Kepler-196 b,1,2,Transit,2014,20.739886,0.138,1.9,,,,,5128,0.78,,284.9685077,42.0791214
Kepler-196 c,1,2,Transit,2014,47.427737,0.24,2.24,,,,,5128,0.78,,284.9685077,42.0791214
Kepler-197 b,2,4,Transit,2014,5.599308,0.06,1.02,,,,,6004,1.12,,295.2264739,50.5592348
Kepler-197 c,2,4,Transit,2014,10.349695,0.09,1.23,,,,,6004,1.12,,295.2264739,50.5592348
Kepler-197 d,2,4,Transit,2014,15.677563,0.119,1.22,,,,,6004,1.12,,295.2264739,50.5592348
Kepler-197 e,2,4,Transit,2014,25.209715,0.164,0.91,,,,,6004,1.12,,295.2264739,50.5592348
Kepler-198 b,1,3,Transit,2014,17.790037,0.131,2.82,,,,,5574,0.94,,290.6731326,38.6910045
Kepler-198 c,1,3,Transit,2014,49.567416,0.259,2.47,,,,,5574,0.94,,290.6731326,38.6910045
Kepler-198 d,1,3,Transit,2016,1.31184443,,1.53,,,,,5636,0.93,0.97,290.6731326,38.6910045
Kepler-199 b,1,2,Transit,2014,23.637604,0.158,3.11,,,,,5644,0.97,,295.5594278,40.236249
Kepler-199 c,1,2,Transit,2014,67.093408,0.316,3.25,,,,,5644,0.97,,295.5594278,40.236249
Kepler-20 b,2,6,Transit,2011,3.69611525,0.0463,1.868,9.7,0.03,,1105,5495,0.96,0.95,287.6979913,42.3385782
Kepler-20 c,2,6,Transit,2011,10.85409089,0.0949,3.047,12.75,0.16,,772,5495,0.96,0.95,287.6979913,42.3385782
Kepler-20 d,2,6,Transit,2011,77.61130017,0.3506,2.744,10.07,,,401,5495,0.96,0.95,287.6979913,42.3385782
Kepler-20 e,2,6,Transit,2011,6.09852281,0.0639,0.865,,,,,5495,0.96,0.95,287.6979913,42.3385782
Kepler-20 f,2,6,Transit,2011,19.57758478,0.1396,1.003,,,,,5495,0.96,0.95,287.6979913,42.3385782
Kepler-20 g,2,6,Radial Velocity,2016,34.94,0.2055,,19.96,0.15,,524,5495,0.96,0.95,287.6979913,42.3385782
Kepler-200 b,1,2,Transit,2014,8.594805,0.08,2.13,,,,,5678,0.94,,284.4099503,41.2374928
Kepler-200 c,1,2,Transit,2014,10.222157,0.09,1.59,,,,,5678,0.94,,284.4099503,41.2374928
Kepler-201 b,1,2,Transit,2014,25.672083,0.175,2.46,,,,,6065,1.23,,293.626059,41.2728004
Kepler-201 c,1,2,Transit,2014,151.884058,0.573,2.85,,,,,6065,1.23,,293.626059,41.2728004
Kepler-202 b,1,2,Transit,2014,4.069427,0.045,1.63,,,,,4668,0.67,,282.9734874,41.3217991
Kepler-202 c,1,2,Transit,2014,16.282493,0.113,1.85,,,,,4668,0.67,,282.9734874,41.3217991
Kepler-203 b,1,3,Transit,2014,3.162697,0.043,2.57,,,,,5821,1.11,,297.089959,41.3880686
Kepler-203 c,1,3,Transit,2014,5.370647,0.061,2.47,,,,,5821,1.11,,297.089959,41.3880686
Kepler-203 d,1,3,Transit,2014,11.32972,0.1,1.44,,,,,5821,1.11,,297.089959,41.3880686
Kepler-204 b,1,2,Transit,2014,14.400974,0.117,2.53,,,,,5812,1.24,,285.347162,41.761845
Kepler-204 c,1,2,Transit,2014,25.660593,0.173,1.79,,,,,5812,1.24,,285.347162,41.761845
Kepler-205 b,1,2,Transit,2014,2.75564,0.032,1.51,,,,,4321,0.55,,285.2866912,41.8609357
Kepler-205 c,1,2,Transit,2014,20.306546,0.122,1.64,,,,,4321,0.55,,285.2866912,41.8609357
Kepler-206 b,1,3,Transit,2014,7.781987,0.078,1.2,,,,,5764,1.19,,291.6346564,41.8338415
Kepler-206 c,1,3,Transit,2014,13.137471,0.111,1.77,,,,,5764,1.19,,291.6346564,41.8338415
Kepler-206 d,1,3,Transit,2014,23.44281,0.163,1.19,,,,,5764,1.19,,291.6346564,41.8338415
Kepler-207 b,1,3,Transit,2014,1.611865,0.029,1.57,,,,,5920,1.59,,290.0305195,42.1660555
Kepler-207 c,1,3,Transit,2014,3.071571,0.044,1.5,,,,,5920,1.59,,290.0305195,42.1660555
Kepler-207 d,1,3,Transit,2014,5.868075,0.068,3.31,,,,,5920,1.59,,290.0305195,42.1660555
Kepler-208 b,1,4,Transit,2014,4.22864,0.054,1.63,,,,,6092,1.31,,293.8901979,42.5279413
Kepler-208 c,1,4,Transit,2014,7.466623,0.079,1.39,,,,,6092,1.31,,293.8901979,42.5279413
Kepler-208 d,1,4,Transit,2014,11.131786,0.103,1.2,,,,,6092,1.31,,293.8901979,42.5279413
Kepler-208 e,1,4,Transit,2014,16.259458,0.132,1.48,,,,,6092,1.31,,293.8901979,42.5279413
Kepler-209 b,1,2,Transit,2014,16.087845,0.122,2.26,,,,,5513,0.94,,291.1694567,42.6407281
Kepler-209 c,1,2,Transit,2014,41.749882,0.231,3.1,,,,,5513,0.94,,291.1694567,42.6407281
Kepler-21 b,2,1,Transit,2012,2.78578,0.042717,1.639,5.08,0.02,,2025,6305,1.9,1.41,287.3619673,38.7141384
Kepler-210 b,1,2,Transit,2014,2.453234,0.032,2.94,,,,,4559,0.65,,292.5034196,43.0832188
Kepler-210 c,1,2,Transit,2014,7.972513,0.07,3.62,,,,,4559,0.65,,292.5034196,43.0832188
Kepler-211 b,1,2,Transit,2014,4.138575,0.048,1.26,,,,,5123,0.82,,285.4391183,43.1685051
Kepler-211 c,1,2,Transit,2014,6.04045,0.062,1.29,,,,,5123,0.82,,285.4391183,43.1685051
Kepler-212 b,1,2,Transit,2014,16.257582,0.133,1.09,,,,,5852,1.46,,287.6208165,43.1416239
Kepler-212 c,1,2,Transit,2014,31.805174,0.207,2.74,,,,,5852,1.46,,287.6208165,43.1416239
Kepler-213 b,1,2,Transit,2014,2.46236,0.036,1.62,,,,,5696,1.2,,290.8241931,44.6472832
Kepler-213 c,1,2,Transit,2014,4.822962,0.057,2.34,,,,,5696,1.2,,290.8241931,44.6472832
Kepler-214 b,1,2,Transit,2014,15.660544,0.13,2.61,,,,,6169,1.35,,284.7548499,44.95605
Kepler-214 c,1,2,Transit,2014,28.7798,0.194,2.13,,,,,6169,1.35,,284.7548499,44.95605
Kepler-215 b,1,4,Transit,2014,9.360672,0.084,1.62,,,,,5739,1.03,,294.9735313,45.2136867
Kepler-215 c,1,4,Transit,2014,14.667108,0.113,1.77,,,,,5739,1.03,,294.9735313,45.2136867
Kepler-215 d,1,4,Transit,2014,30.864423,0.185,2.39,,,,,5739,1.03,,294.9735313,45.2136867
Kepler-215 e,1,4,Transit,2014,68.16101,0.314,1.75,,,,,5739,1.03,,294.9735313,45.2136867
Kepler-216 b,1,2,Transit,2014,7.693641,0.079,2.35,,,,,6091,1.26,,293.7280695,46.1291139
Kepler-216 c,1,2,Transit,2014,17.406669,0.136,3.04,,,,,6091,1.26,,293.7280695,46.1291139
Kepler-217 b,1,3,Transit,2014,5.374943,0.065,2.23,,,,,6171,1.8,,293.0377331,46.2775223
Kepler-217 c,1,3,Transit,2014,8.586004,0.089,1.85,,,,,6171,1.8,,293.0377331,46.2775223
Kepler-217 d,1,3,Transit,2016,3.88689525,,1.32,,,,,6341,1.76,1.37,293.0377331,46.2775223
Kepler-218 b,1,3,Transit,2014,3.619337,0.046,1.48,,,,,5502,1.06,,295.4128785,46.2665801
Kepler-218 c,1,3,Transit,2014,44.699576,0.248,3.14,,,,,5502,1.06,,295.4128785,46.2665801
Kepler-218 d,1,3,Transit,2016,124.5244647,,2.66,,,,,5542,1.02,1.01,295.4128785,46.2665801
Kepler-219 b,1,3,Transit,2014,4.585512,0.057,2.95,,,,,5786,1.49,,288.7389481,46.7625929
Kepler-219 c,1,3,Transit,2014,22.714613,0.165,3.58,,,,,5786,1.49,,288.7389481,46.7625929
Kepler-219 d,1,3,Transit,2014,47.903645,0.272,2.81,,,,,5786,1.49,,288.7389481,46.7625929
Kepler-22 b,1,1,Transit,2011,289.8623,0.849,2.38,36,0,,262,5518,0.98,0.97,289.2172051,47.8841427
Kepler-220 b,1,4,Transit,2014,4.159807,0.046,0.81,,,,,4632,0.67,,291.5060432,46.8956262
Kepler-220 c,1,4,Transit,2014,9.034199,0.076,1.57,,,,,4632,0.67,,291.5060432,46.8956262
Kepler-220 d,1,4,Transit,2014,28.122397,0.163,0.98,,,,,4632,0.67,,291.5060432,46.8956262
Kepler-220 e,1,4,Transit,2014,45.902733,0.226,1.33,,,,,4632,0.67,,291.5060432,46.8956262
